id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
68376503,,10000.0,10000.0,10000.0, 60 months,11.48,219.83,B,B5,Manager,10+ years,MORTGAGE,55000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68376503,,credit_card,Credit card refinancing,170xx,PA,22.74,0.0,Apr-2003,760.0,764.0,1.0,,,12.0,0.0,31359.0,48.8,31.0,w,0.0,0.0,11064.7242187748,11064.72,10000.0,1064.72,0.0,0.0,0.0,Jan-2017,8662.53,,Feb-2019,804.0,800.0,0.0,,1.0,Individual,,,,0.0,0.0,140539.0,1.0,2.0,1.0,2.0,12.0,20892.0,80.0,1.0,2.0,7050.0,58.0,64300.0,0.0,2.0,8.0,4.0,11712.0,15148.0,45.5,0.0,0.0,101.0,152.0,5.0,5.0,3.0,14.0,,0.0,,0.0,3.0,4.0,5.0,13.0,8.0,9.0,20.0,4.0,12.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,184785.0,52251.0,27800.0,26135.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68547026,,9000.0,9000.0,9000.0, 36 months,9.17,286.92,B,B2,Principal,2 years,MORTGAGE,105000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68547026,,debt_consolidation,Debt consolidation,112xx,NY,6.31,3.0,Dec-1999,670.0,674.0,1.0,6.0,,19.0,0.0,7937.0,60.6,32.0,w,0.0,0.0,10000.9623257583,10000.96,9000.0,1000.96,0.0,0.0,0.0,Aug-2017,4847.86,,May-2018,649.0,645.0,0.0,,1.0,Individual,,,,0.0,0.0,285456.0,0.0,5.0,0.0,0.0,41.0,46430.0,105.0,0.0,2.0,1819.0,95.0,13100.0,0.0,0.0,1.0,2.0,19030.0,236.0,92.1,0.0,0.0,53.0,192.0,19.0,19.0,2.0,20.0,40.0,4.0,6.0,0.0,2.0,6.0,2.0,6.0,5.0,13.0,24.0,7.0,19.0,0.0,0.0,0.0,0.0,81.2,100.0,0.0,0.0,311550.0,54367.0,3000.0,44200.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68616501,,25000.0,25000.0,25000.0, 60 months,18.49,641.52,D,D5,Chief engineer,10+ years,MORTGAGE,100000.0,Not Verified,Dec-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68616501,,debt_consolidation,Debt consolidation,221xx,VA,5.58,0.0,Dec-2004,680.0,684.0,1.0,,,7.0,0.0,23199.0,98.7,10.0,w,11893.3,11893.3,24313.56,24313.56,13106.7,11206.86,0.0,0.0,0.0,Feb-2019,641.52,Apr-2019,Mar-2019,734.0,730.0,0.0,,1.0,Individual,,,,0.0,0.0,238479.0,2.0,0.0,0.0,0.0,68.0,0.0,,2.0,2.0,9657.0,99.0,23500.0,0.0,0.0,1.0,2.0,34068.0,79.0,99.6,0.0,0.0,68.0,132.0,4.0,4.0,2.0,4.0,,5.0,,0.0,5.0,6.0,5.0,6.0,1.0,6.0,7.0,6.0,7.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,261295.0,23199.0,21500.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
67378611,,8400.0,8400.0,8400.0, 36 months,16.59,297.78,D,D2,Owner/Principal ,3 years,RENT,51000.0,Source Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67378611,,other,Other,199xx,DE,13.27,0.0,Apr-2006,690.0,694.0,2.0,,,10.0,0.0,4072.0,37.0,12.0,w,0.0,0.0,7366.22,7366.22,4869.71,2010.13,0.0,486.38,87.5484,Dec-2017,297.78,,Jul-2018,499.0,0.0,0.0,,1.0,Individual,,,,0.0,0.0,17797.0,2.0,2.0,1.0,1.0,10.0,13725.0,74.0,2.0,7.0,1587.0,60.0,11000.0,0.0,1.0,2.0,8.0,1780.0,4780.0,37.1,0.0,0.0,111.0,116.0,0.0,0.0,0.0,0.0,,0.0,,0.0,5.0,8.0,5.0,5.0,3.0,8.0,9.0,8.0,10.0,0.0,0.0,0.0,3.0,100.0,20.0,0.0,0.0,29625.0,17797.0,7600.0,18625.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68232772,,20000.0,20000.0,20000.0, 36 months,12.88,672.73,C,C2,CRA Coordinator,10+ years,RENT,65000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68232772,,debt_consolidation,Debt consolidation,339xx,FL,16.49,0.0,Mar-2000,670.0,674.0,1.0,,65.0,8.0,1.0,6711.0,83.9,18.0,w,0.0,0.0,24182.22194031,24182.22,20000.0,4182.22,0.0,0.0,0.0,Jan-2019,672.45,,Jan-2019,744.0,740.0,0.0,,1.0,Individual,,,,0.0,450.0,43043.0,0.0,3.0,0.0,1.0,17.0,36332.0,77.0,1.0,1.0,699.0,78.0,8000.0,0.0,1.0,3.0,2.0,5380.0,310.0,80.6,0.0,0.0,189.0,179.0,10.0,10.0,2.0,94.0,,0.0,,0.0,3.0,5.0,3.0,6.0,7.0,5.0,9.0,5.0,8.0,0.0,0.0,0.0,1.0,100.0,66.7,0.0,1.0,55296.0,43043.0,1600.0,47296.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68364617,,22500.0,22500.0,22500.0, 60 months,7.91,455.26,A,A5,Accountant,10+ years,MORTGAGE,93000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68364617,,debt_consolidation,Debt consolidation,210xx,MD,14.34,0.0,Sep-1994,810.0,814.0,0.0,,,13.0,0.0,109973.0,15.8,26.0,w,0.0,0.0,25239.286068744903,25239.29,22500.0,2739.29,0.0,0.0,0.0,Oct-2017,16158.81,,Oct-2017,814.0,810.0,0.0,,1.0,Individual,,,,0.0,0.0,450130.0,0.0,1.0,0.0,0.0,59.0,6950.0,23.0,0.0,1.0,11900.0,18.0,197400.0,0.0,1.0,1.0,1.0,34625.0,77176.0,16.7,0.0,0.0,149.0,255.0,22.0,22.0,2.0,22.0,,10.0,,0.0,5.0,6.0,7.0,7.0,6.0,11.0,18.0,6.0,13.0,0.0,0.0,0.0,0.0,100.0,14.3,0.0,0.0,601361.0,116923.0,92600.0,30361.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68132792,,20000.0,20000.0,20000.0, 60 months,11.99,444.79,C,C1,Client Support Specialist II,10+ years,MORTGAGE,43000.0,Verified,Dec-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68132792,,debt_consolidation,Debt consolidation,152xx,PA,10.58,0.0,Aug-2003,665.0,669.0,1.0,,24.0,6.0,1.0,1449.0,7.4,37.0,w,8745.4,8745.4,16868.71,16868.71,11254.6,5614.11,0.0,0.0,0.0,Feb-2019,444.79,Apr-2019,Mar-2019,654.0,650.0,0.0,,1.0,Individual,,,,0.0,0.0,24373.0,1.0,2.0,0.0,2.0,18.0,22924.0,72.0,1.0,2.0,930.0,48.0,19500.0,0.0,0.0,1.0,4.0,4875.0,16051.0,8.3,0.0,0.0,148.0,136.0,1.0,1.0,1.0,1.0,,1.0,,0.0,2.0,2.0,2.0,13.0,14.0,4.0,22.0,2.0,5.0,0.0,0.0,0.0,1.0,100.0,0.0,1.0,0.0,51145.0,24373.0,17500.0,31645.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68396564,,20000.0,20000.0,20000.0, 36 months,18.49,727.98,D,D5,Director Validation Services,8 years,RENT,137000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68396564,,debt_consolidation,Debt consolidation,146xx,NY,18.48,0.0,Sep-2001,665.0,669.0,2.0,,,16.0,0.0,27103.0,74.9,32.0,w,0.0,0.0,20267.01,20267.01,19999.99,267.02,0.0,0.0,0.0,Mar-2016,20.47,,Jan-2019,739.0,735.0,0.0,,1.0,Individual,,,,0.0,57.0,58552.0,3.0,5.0,2.0,5.0,4.0,31449.0,65.0,5.0,9.0,6668.0,69.0,36200.0,2.0,0.0,8.0,14.0,3660.0,2097.0,89.8,0.0,0.0,159.0,162.0,2.0,2.0,1.0,4.0,,1.0,,0.0,6.0,9.0,6.0,10.0,9.0,11.0,22.0,9.0,16.0,0.0,0.0,0.0,7.0,100.0,100.0,0.0,0.0,84397.0,58552.0,20500.0,48197.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
67237769,,21000.0,21000.0,21000.0, 36 months,11.99,697.41,C,C1,owner,5 years,MORTGAGE,63000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67237769,,debt_consolidation,Debt consolidation,494xx,MI,28.69,0.0,Oct-2001,685.0,689.0,0.0,26.0,,15.0,0.0,20519.0,56.8,24.0,w,0.0,0.0,25076.6535731511,25076.65,21000.0,4076.65,0.0,0.0,0.0,Feb-2019,4.86,,Jan-2019,719.0,715.0,0.0,,1.0,Individual,,,,0.0,0.0,37687.0,2.0,2.0,1.0,1.0,9.0,17168.0,59.0,2.0,5.0,5679.0,58.0,36100.0,0.0,0.0,1.0,6.0,2692.0,4473.0,70.8,0.0,0.0,41.0,170.0,0.0,0.0,0.0,2.0,,9.0,26.0,0.0,3.0,10.0,3.0,8.0,2.0,13.0,22.0,10.0,15.0,0.0,0.0,0.0,3.0,95.8,33.3,0.0,0.0,64990.0,37687.0,15300.0,28890.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68495065,,18700.0,18700.0,18700.0, 60 months,13.99,435.02,C,C4,Business Loan Officer,< 1 year,MORTGAGE,55000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68495065,,debt_consolidation,Debt consolidation,751xx,TX,30.81,0.0,Jun-1977,735.0,739.0,0.0,29.0,,19.0,0.0,25268.0,28.4,46.0,w,0.0,0.0,20616.29,20616.29,18700.0,1916.29,0.0,0.0,0.0,Oct-2016,17172.47,,Mar-2019,794.0,790.0,0.0,,1.0,Individual,,,,0.0,0.0,209919.0,1.0,2.0,1.0,3.0,6.0,49512.0,94.0,1.0,2.0,8401.0,40.0,89000.0,0.0,0.0,1.0,6.0,11662.0,33924.0,41.3,0.0,0.0,149.0,462.0,7.0,6.0,6.0,22.0,,7.0,29.0,0.0,5.0,7.0,7.0,13.0,15.0,15.0,25.0,8.0,19.0,0.0,0.0,0.0,2.0,97.8,28.6,0.0,0.0,292988.0,74780.0,57800.0,58178.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68416470,,35000.0,35000.0,35000.0, 60 months,11.99,778.38,C,C1,"AML Risk Manager, VP",2 years,MORTGAGE,175000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68416470,,debt_consolidation,Debt consolidation,940xx,CA,33.8,0.0,Feb-1992,725.0,729.0,0.0,,,21.0,0.0,290575.0,37.8,28.0,w,0.0,0.0,43636.427435046,43636.43,35000.0,8636.43,0.0,0.0,0.0,Aug-2018,20343.31,,Mar-2019,769.0,765.0,0.0,,1.0,Individual,,,,0.0,851.0,500115.0,2.0,11.0,2.0,5.0,4.0,155212.0,94.0,0.0,1.0,10006.0,66.0,358500.0,0.0,0.0,2.0,6.0,23815.0,60874.0,40.0,0.0,0.0,70.0,286.0,19.0,4.0,0.0,19.0,,5.0,,0.0,5.0,7.0,7.0,7.0,17.0,9.0,10.0,7.0,21.0,0.0,0.0,0.0,2.0,100.0,14.3,0.0,0.0,578194.0,500115.0,101500.0,165366.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68341358,,21000.0,21000.0,21000.0, 36 months,6.99,648.33,A,A3,Sales Manager,10+ years,MORTGAGE,85000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68341358,,debt_consolidation,,012xx,MA,24.0,3.0,Jan-1990,710.0,714.0,0.0,21.0,,15.0,0.0,18025.0,41.9,30.0,w,0.0,0.0,23158.352373633,23158.35,21000.0,2158.35,0.0,0.0,0.0,Apr-2018,6322.16,,Mar-2019,724.0,720.0,0.0,21.0,1.0,Individual,,,,0.0,0.0,289813.0,1.0,7.0,0.0,2.0,15.0,69751.0,76.0,1.0,1.0,7206.0,65.0,43000.0,0.0,1.0,0.0,3.0,19321.0,24975.0,41.9,0.0,0.0,148.0,311.0,2.0,2.0,7.0,2.0,21.0,15.0,21.0,0.0,7.0,7.0,7.0,12.0,10.0,7.0,13.0,7.0,15.0,0.0,0.0,2.0,1.0,90.0,28.6,0.0,0.0,343948.0,87776.0,43000.0,91765.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68416483,,30000.0,30000.0,30000.0, 36 months,13.44,1017.19,C,C3,Project Controller,5 years,MORTGAGE,106000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68416483,,credit_card,Credit card refinancing,234xx,VA,14.19,0.0,Sep-2007,675.0,679.0,2.0,,,19.0,0.0,19778.0,68.9,31.0,w,0.0,0.0,35611.3932924697,35611.39,30000.0,5611.39,0.0,0.0,0.0,Dec-2017,13282.21,,Mar-2019,669.0,665.0,0.0,,1.0,Individual,,,,0.0,0.0,242999.0,3.0,9.0,2.0,6.0,3.0,51865.0,79.0,1.0,5.0,4438.0,76.0,28700.0,0.0,2.0,2.0,11.0,12789.0,2282.0,79.8,0.0,0.0,99.0,92.0,4.0,3.0,2.0,4.0,,1.0,,0.0,5.0,9.0,5.0,9.0,11.0,9.0,18.0,9.0,19.0,0.0,0.0,0.0,3.0,100.0,60.0,0.0,0.0,277651.0,71643.0,11300.0,65339.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68426305,,14000.0,14000.0,14000.0, 36 months,16.59,496.29,D,D2,,,MORTGAGE,124596.0,Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68426305,,other,Other,347xx,FL,23.73,0.0,Sep-1997,685.0,689.0,1.0,,,22.0,0.0,52760.0,88.8,36.0,w,0.0,0.0,17834.002297765,17834.0,14000.0,3834.0,0.0,0.0,0.0,Jan-2019,496.11,,Dec-2018,674.0,670.0,0.0,,1.0,Individual,,,,0.0,0.0,642781.0,3.0,2.0,1.0,1.0,2.0,43711.0,56.0,4.0,5.0,11720.0,82.0,59400.0,0.0,0.0,2.0,6.0,30609.0,1314.0,96.8,0.0,0.0,83.0,219.0,4.0,2.0,6.0,4.0,,5.0,,0.0,10.0,15.0,10.0,14.0,3.0,18.0,27.0,16.0,22.0,0.0,0.0,0.0,5.0,100.0,100.0,0.0,0.0,692069.0,96471.0,41000.0,50217.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68546834,,30000.0,30000.0,30000.0, 60 months,13.44,689.37,C,C3,Legal admin asst,1 year,MORTGAGE,60000.0,Source Verified,Dec-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68546834,,debt_consolidation,Debt consolidation,080xx,NJ,24.68,0.0,Oct-1990,725.0,729.0,0.0,34.0,,18.0,0.0,39519.0,50.3,31.0,w,13376.09,13376.09,26140.06,26140.06,16623.91,9516.15,0.0,0.0,0.0,Feb-2019,689.37,Apr-2019,Mar-2019,779.0,775.0,0.0,,1.0,Individual,,,,0.0,0.0,180372.0,1.0,1.0,0.0,0.0,58.0,1126.0,8.0,1.0,2.0,20847.0,44.0,78500.0,0.0,0.0,0.0,2.0,12025.0,15809.0,67.7,0.0,0.0,159.0,302.0,5.0,5.0,2.0,5.0,,21.0,44.0,0.0,4.0,7.0,8.0,12.0,2.0,16.0,26.0,9.0,18.0,0.0,0.0,0.0,1.0,93.5,28.6,0.0,0.0,246908.0,40645.0,48900.0,14808.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68516477,,24000.0,24000.0,24000.0, 36 months,5.32,722.76,A,A1,VP Marketing,2 years,RENT,450000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68516477,,major_purchase,Major purchase,069xx,CT,0.7,1.0,Aug-1999,720.0,724.0,0.0,11.0,,5.0,0.0,18792.0,37.4,17.0,w,0.0,0.0,25862.3768714541,25862.38,24000.0,1862.38,0.0,0.0,0.0,Apr-2018,7088.35,,Jan-2019,734.0,730.0,0.0,,1.0,Individual,,,,0.0,0.0,502109.0,1.0,0.0,0.0,0.0,44.0,0.0,,1.0,1.0,8375.0,37.0,50300.0,0.0,1.0,0.0,1.0,100422.0,31508.0,37.4,0.0,0.0,143.0,196.0,1.0,1.0,2.0,1.0,11.0,16.0,11.0,0.0,4.0,4.0,4.0,10.0,2.0,4.0,13.0,4.0,5.0,0.0,0.0,0.0,1.0,94.1,25.0,0.0,0.0,600300.0,18792.0,50300.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
66220405,,35000.0,35000.0,35000.0, 60 months,10.78,757.16,B,B4,CLINICAL SOCIAL WORKER,10+ years,RENT,89000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66220405,,credit_card,Credit card refinancing,111xx,NY,19.26,0.0,Jan-1994,755.0,759.0,1.0,43.0,,30.0,0.0,29704.0,26.1,50.0,w,0.0,0.0,38457.1073834443,38457.11,35000.0,3457.11,0.0,0.0,0.0,Jan-2017,30317.0,,Feb-2019,819.0,815.0,0.0,,1.0,Individual,,,,0.0,0.0,189617.0,1.0,3.0,0.0,0.0,29.0,19656.0,33.0,2.0,6.0,15346.0,29.0,120400.0,1.0,0.0,2.0,8.0,7023.0,68105.0,32.4,0.0,0.0,154.0,263.0,4.0,4.0,4.0,4.0,,4.0,43.0,0.0,8.0,9.0,14.0,22.0,5.0,25.0,40.0,10.0,30.0,0.0,0.0,0.0,2.0,98.0,14.3,0.0,0.0,324007.0,49455.0,97600.0,59237.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68614208,,35000.0,35000.0,35000.0, 60 months,18.99,907.73,E,E1,Director of Clinical Finance,5 years,MORTGAGE,104500.0,Source Verified,Dec-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68614208,,debt_consolidation,Debt consolidation,720xx,AR,20.52,0.0,Jun-2000,685.0,689.0,3.0,46.0,,13.0,0.0,16708.0,45.4,44.0,w,16753.62,16753.62,34401.43,34401.43,18246.38,16155.05,0.0,0.0,0.0,Feb-2019,907.73,Apr-2019,Mar-2019,714.0,710.0,0.0,,1.0,Individual,,,,0.0,0.0,364410.0,0.0,4.0,1.0,2.0,8.0,53234.0,67.0,0.0,2.0,8655.0,60.0,36800.0,5.0,14.0,13.0,5.0,30368.0,9823.0,56.3,0.0,0.0,155.0,186.0,13.0,7.0,5.0,94.0,,0.0,,0.0,3.0,6.0,3.0,6.0,25.0,8.0,14.0,6.0,13.0,0.0,0.0,0.0,2.0,95.5,66.7,0.0,0.0,413259.0,69942.0,22500.0,79037.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68476170,,3225.0,3225.0,3225.0, 36 months,20.5,120.68,E,E4,Accounting Clerk,5 years,MORTGAGE,35000.0,Not Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68476170,,debt_consolidation,Debt consolidation,601xx,IL,24.01,3.0,Nov-1999,660.0,664.0,2.0,10.0,54.0,8.0,1.0,3072.0,43.0,12.0,w,0.0,0.0,594.22,594.22,339.33,254.89,0.0,0.0,0.0,Jun-2016,120.68,,Oct-2017,594.0,590.0,0.0,,1.0,Individual,,,,0.0,0.0,24173.0,3.0,2.0,1.0,2.0,7.0,21101.0,85.0,3.0,3.0,922.0,43.0,7100.0,3.0,1.0,3.0,5.0,3021.0,1100.0,34.0,0.0,0.0,25.0,193.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,3.0,6.0,5.0,7.0,2.0,6.0,10.0,6.0,8.0,,0.0,0.0,4.0,75.0,33.3,1.0,0.0,31789.0,24173.0,3300.0,24689.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68386660,,28000.0,28000.0,28000.0, 36 months,6.49,858.05,A,A2,Sr Database Specialist,3 years,MORTGAGE,108000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68386660,,credit_card,Credit card refinancing,760xx,TX,14.63,0.0,Aug-1998,705.0,709.0,0.0,,,12.0,0.0,34722.0,71.7,28.0,w,0.0,0.0,30565.123284783,30565.12,28000.0,2565.12,0.0,0.0,0.0,Feb-2018,9997.16,,Oct-2018,689.0,685.0,0.0,,1.0,Individual,,,,0.0,0.0,353769.0,1.0,2.0,1.0,1.0,10.0,21383.0,75.0,0.0,0.0,7007.0,73.0,47800.0,0.0,3.0,1.0,2.0,32161.0,5358.0,79.5,0.0,0.0,134.0,208.0,44.0,5.0,8.0,90.0,,,,0.0,4.0,8.0,4.0,6.0,7.0,9.0,13.0,8.0,12.0,0.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,375630.0,56105.0,26100.0,28580.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68594018,,7200.0,7200.0,7200.0, 36 months,9.17,229.53,B,B2,RRT,10+ years,MORTGAGE,60000.0,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68594018,,debt_consolidation,Debt consolidation,755xx,TX,24.6,0.0,Mar-1997,735.0,739.0,1.0,,,18.0,0.0,8307.0,22.9,45.0,w,0.0,0.0,7775.570602575,7775.57,7200.0,575.57,0.0,0.0,0.0,Feb-2017,2.87,,Mar-2019,709.0,705.0,0.0,,1.0,Individual,,,,0.0,0.0,92482.0,3.0,4.0,1.0,1.0,2.0,28175.0,55.0,2.0,4.0,1243.0,42.0,36200.0,2.0,6.0,4.0,6.0,5440.0,9913.0,20.1,0.0,0.0,130.0,225.0,1.0,1.0,4.0,1.0,,1.0,,0.0,3.0,9.0,4.0,9.0,10.0,13.0,31.0,9.0,18.0,0.0,0.0,0.0,4.0,97.8,0.0,0.0,0.0,143870.0,36482.0,12400.0,51670.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68374108,,12000.0,12000.0,12000.0, 36 months,9.8,386.09,B,B3,Event Coordinator,5 years,RENT,43000.0,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68374108,,debt_consolidation,Debt consolidation,601xx,IL,18.28,0.0,Jan-2002,695.0,699.0,2.0,42.0,,14.0,0.0,13131.0,45.4,31.0,w,0.0,0.0,13463.787733455802,13463.79,12000.0,1463.79,0.0,0.0,0.0,Aug-2017,6164.01,,Mar-2019,674.0,670.0,0.0,42.0,1.0,Individual,,,,0.0,0.0,17981.0,4.0,1.0,0.0,0.0,29.0,4850.0,43.0,4.0,6.0,6096.0,45.0,28900.0,0.0,0.0,2.0,6.0,1498.0,15141.0,44.5,0.0,0.0,112.0,167.0,1.0,1.0,3.0,5.0,,1.0,75.0,2.0,8.0,10.0,9.0,11.0,7.0,13.0,21.0,10.0,14.0,0.0,0.0,0.0,4.0,86.7,22.2,0.0,0.0,40165.0,17981.0,27300.0,11265.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68506366,,21000.0,21000.0,21000.0, 60 months,17.97,532.92,D,D4,Sr. Solution Architect,< 1 year,RENT,134000.0,Source Verified,Dec-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68506366,,debt_consolidation,Debt consolidation,494xx,MI,26.05,2.0,Apr-1998,680.0,684.0,1.0,15.0,,8.0,0.0,21655.0,78.7,22.0,w,9930.87,9930.87,20198.55,20198.55,11069.13,9129.42,0.0,0.0,0.0,Feb-2019,532.92,Apr-2019,Mar-2019,634.0,630.0,0.0,18.0,1.0,Individual,,,,0.0,0.0,133293.0,1.0,1.0,0.0,2.0,18.0,8294.0,50.0,1.0,3.0,14963.0,67.0,27500.0,1.0,8.0,3.0,5.0,16662.0,96.0,99.5,0.0,0.0,140.0,212.0,6.0,6.0,2.0,6.0,18.0,6.0,15.0,1.0,2.0,4.0,2.0,5.0,7.0,5.0,12.0,4.0,8.0,0.0,0.0,1.0,1.0,85.7,100.0,0.0,0.0,191716.0,29949.0,18200.0,16657.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
